000000659e809639744902eea74f1b43fad11001d0dcdfc67dbc11d6d4eb7bfc,14293304
0000021218ac5b02055ac7bd2e6bffd5e337cf97c6bcd0ee7acd4dcec83ee704,85218584
0000069b56ca014bc698a1007f31bea1995d9d3404f3a63005f070e471c94aba,3825647
000008a8329f16d203941178697a5f43bf4bd814080b240798c185f9ff4dcef6,14050559
000009a4b659afd7b510352c6e3f64666620dbfd1246ab277261a053edc082f8,12435419
00000b7f37cb335721948a35e963b7cf9bf1e4c4ec3b1346a17fabbc408bed19,12493981
00000c48bc8ee125d54c736e1e3ecf77376415301ced12c14d16a4dd2041731c,3896154
000014096e42347fdfa3c13650215b57f89fa498cc58cc516b8b8aac494490f0,32544295
000018c31db8abdac2e12fa84d88118d9eff2230fc7933d03d04da8055154bf6,52783792
00001dc93386889a605d057b9db46b522ae97316fdac7aeb6c60c1fc77fd5a54,10813458
000022eb8ff1c2dbcc4c34da6f9b0499f5b62b4f11a9214204a1f3df358914b8,46991515
00002de298837ba3577d5970fbf6597edca9b7c4d49f8ae15082d6b64c2aa197,16345037
00002e76bff04e65ba4d0b79b582fcad0e651af25beba9eb132b0e467dd24f74,10388649
0000330166da9ea4b09e2c98d79369996a953bb336d7518ec97de972c0008451,30694087
000034f19a5c63d9bc97f8b9979275b397b1955ee4e51f06e09f4d4f0930010e,44069851
00003565397210bb280906b82309a27e897bb66d2777ae25119c86ade2970575,7113071
000039eafc6aaa558e7bebc52c7116e60f7be3f7af5aac4c27c3e43b1de89d4e,10944126
00003ff464dc7449c15bc6cc257acef00e91d87aa7f09e18cb5853f02da0744b,8575711
000048616574dbf322fdea7f18b40214fda52acd9e73721f3a00b188dfc4da9b,128721319
00004b67777f8034479206bec16afca59db3ac97bce8c70346727afd5cffae29,65225545
000059f2255f9ed31e0c19bf6fed0ff530f6fc942bee7756ac2b3e22b3776af9,18365761
00005c1e7a6c3ff79a03885fe75f42133ca9d9bac9762a662c1be55f2cd90af0,40335257
00006207d61523279353798251b69afe721efbc802bb65ead34ac3013aa2afda,102376343
000065318ced8d934df657800e4261e22d3158a0a774cd1cabf925dbf9e36d97,36538633
00007a8a3b4be6e9678dd308e097e1ef2d20bb39427105ae3cdb54809461f618,26286120
00007ae51bc3eb5992bf75a6c32bed498dca8a7affd5bdada4b4b083a79d0081,24822749
00007de2e1cbf4466a46ab046774926efbec73886f4d441b8c4cdc22e3b93378,8300441
00007fbc55a339031f3d4814e346cecf8f09fb7b9e154aed9280af6bceae5d04,23040453
00008721d7adfcacbe6da79d9942ba8ff31be82794924d2efe5155dbc30647d3,29722954
000088437cd8a86b62a88937615c89ccd6f579164f4e119b0f06287760b59935,30314435
000091717a4e7701d5466c218dee8ccff9ec7acd6517a0a96e265cf618c7ffbd,29055076
0000940f233f749f81587152475022591b256b3af6aca1569d3c8e5072c6f080,9808657
000096eecd34c235302f361dd2df73921bedfe45c711ddb56de9c9d507f94d31,5420917
00009b5c80e3f4b3ee1944f98c176ce8771a5787e6bf8b0fe5a26000170daa84,36158342
0000a0ad062522f6044e75a376f967bb3bfb5d0a979d2f25b84d6d10c9add013,116783711
0000adcc2ab1250d0c289482952765a174e9351ed01594efc1a54e3beca416bc,14854614
0000afa4a2a2a68fe5ad9e685a5f09046d0aaf7a6609f132996a14c49bc1da43,45134633
0000b4798b4a3496709bf885cdbfebe7e87a9a1c0d7b40c3b7853a7118190e77,31810337
0000c9946f6b0f593f920bb4aafcb5fa4f2896a0f88a25f08475fa0010bff005,43923064
0000cd6343a4b33691cc6b4dd4ed49647fde388036abbb44f6bcd6649bb62ce2,110900943
0000cd692932a17785a21d4789cd23e544ffaa47da5d3d0617383022dca3a784,12440727
0000cf04649eaeca34e46a10710e6081fac91de10df56fad79db9680e9db4516,21677432
0000d2fa9aa8b3f7db492baad09b2c7e28a1cc038c44b81bce7395d7007db48c,35138492
0000d4fdc771ca8b1d8259ace64b2071cfa8ed242cec83f7525af95b17ddc94a,18932946
0000d7eaa604fc991c8885fed6890610ed4f13e3a6268168357902731598c063,5006884
0000d80abde3687503c0fc273c373ca015d4b3cce20a3e3bde12fdade147ceec,168359511
0000d8a0f82e7531dee01e467a306e68982eb8959e3ae6424405cd9984b3b82e,21806152
0000d8a6a8d795f368a3ac7a66f2d86d2d0c216c7b7bd09ab5586c0176753f93,36273334
0000f25b4739375faa10f3dbf09ff4c36c4ad238b84fa2d7e0926f9dba809ae1,45473058
0000f316cc0476f7463bbe54701d74e8f2cdf941880fcacf36b00e62f3bd5b51,68602698
0000f5530171d68e206ee061eec64410d47b0b69326f05f67ecd39b4840fa8aa,22997805
0000f6197f16f718c3929eb06e80dd2dfedec2e3ff0b87175b1bd68587f31533,15468660
0000f70508bfbf05e4c23c642ebf6224062333e8b663e5ac34d9f36aae8860b2,89053546
0000fcb72e52265081ed178388332ecf2362f35b9287cae28bbb7664b702a5a0,51966673
000102b71f0f01507b42d8f791f57c18cf6538d2c0eab1c2281d6743732603d8,6814069
000107303295d366a987f5112dc3d52ac9e799bca2ae3347d6fd310d28903ced,12633246
00010765a0ad255f01a36aa171019288f451f232c82d7416bb490bd5f4120b30,9381494
00010d27a604d3212d06dcaa701c3ac3554c5f6a791847f80e6780af58dc678c,17276705
00010d39607d6dd6dece3c5e96588d2196512e529c6ea60460a89b803874f508,29091536
000115578bc8f63a50d087fb11f04774f5769eece7cd9b9f44cb07dbe346edc7,45347343
0001184172e9ace7d7a9490417db209596fe8f96176518d7261dc1021b38fe78,26279926
000129e3f78e74c6fe5fada4148f9c0ec509e95685b5158774e985796c483157,25286247
00012aa6170a0682d334d59823d3a06e6b8c065afa7eadd9b35c715cf4f703f4,24236997
00012df2c44b0de4272c93a1596592ce24b4123d61ccc0425f6e23b43edac4b1,10749360
00013136612abec8ea52d48ba42e15a866e46683989cdc0a7f85c24a166bc4ad,70370442
000137d3cf9b00ccd688d2062e247bf814f0ebfa278b9f4929222f2faf1d1432,35721368
00013ef56d1ccf1a0319df3c4494c5b938489b003f49b79563a84ec90a28e097,119007503
00013efb98c1c0854cb3f2958ff459cc08e447b3f2bb69a718d7d79b4d5f7929,41657975
0001446082ecc33e024e03e9600b0442f489dc3282538d1b3e038dc48a7bf5a1,104433577
000145f586fdd9f0e0d95c9664f4e086be1e5e4728642cbf2eaeb8b448e5db7e,41650399
00014d66641d44e902b1601986bdfd9552bf6b13c0627d3fc2a83ed6b72daa7d,4705924
00014db43143bcd3fc86f65ad63e34721e5549e5adbf8cfda73f63fa3fb6f948,41501871
000153ea17cde3cc2c34ed18e754bab34cbd5845d53ae8eaca52f8465c91e486,28667839
000156fc0e84d881d9478e83e116a17f96eee52660166b96cce760c5294b293b,19414982
000157016f84747820c4abcd3d99d91df02f53d37331aaf467035326db9dbf32,61529117
00015779f011c1b36cfa43b77e2c59c0ee717c21199a90c86528866367e5dd43,35159800
000157b714b4674764de369c88ecd88fd08e238a2869fd482f26b2b2a13de567,50715708
00015892021b2369f30292496c680915398a3aaffbecfa1dc0f6a2a5e5b73d1e,3829872
00015a3895965e31b2d306f56cf52dbf6b81963e1a28db33262c05be27d9fb54,5765043
00015f39142550d40f37ae9ee20288abc194fb5d2265d6400cf7ee361eeb83ad,12209271
0001637cb7e3ff2ce163f2f0ff4e79f38eef455f215a351bd1a2c00113fe7f7f,76020851
00016472f9e3de2650a6872e26f6fae7c1bf064dc7013f77a95cc4d523aa771f,27561700
000165b7db0e3d6e4f32c7c20aca70c01f3a20d22f4d4f95af9c4d2533702548,36589327
0001662ed4bac8ad2a58964a6956a1e6dadf4e57c0ee6b13824b2ce93dbd50e1,56475133
000167a4500b14c3e3c32369f81baa6dbcd3d745f1a1e5bd2329a1b45f77910a,37037812
00016f221679e3eb8bb7f969e4766736d2f96b7860c096f75ae3c61f670eec5b,5353750
000183250048b800fcf5070824a979857de12a0b7a404d393604720f0c2481e4,50460921
00018739e1f80bbd5f53f9a02b9cd5d70eb4d6ad5c09cc1c6ed8a0641e5fa222,15795537
000196dbe6a7a5767b2b529a5733110caca6df726dd901c70f28f3cf0345e50d,13946929
000197be8b639b3b2afc1ab3985e24717ed6019cf55c319ec31e8d7fc6f55c6e,59667680
00019c9ee397b8e45ff118a721a1c087cf743557a4743c04618fd98aff8cd576,22278375
00019eb26c656ba6478e42da77760e825bdb7cd1cc3b50a37a815b70933815f6,41318478
0001a559a2573b9926f7297cbbce482e58342da7868ef0bbe71d4cdd6182d981,42335341
0001a672f309434cd66e533dc26f34a86452aad44b692978d3034e659c3b243f,122595035
0001a696300a21d5bdfacf1c75069cfe8045a40de7a0bada1d5de753061b2136,8388494
0001a8ff7bac174dffc9ee20abde33a90ebb54c1f5756687c7f1d7ff119da12c,7182160
0001aa1fdd888b6edb210a4dfebf232b6899e43f9ec36337a1891023c4e4b135,85246397
0001b18d59de9d6f38134f9bc4567d4af8c1e4728ab732bc1fdf027fe3f2bd85,6601833
0001b457e2897a4b0216e20dabcb6c121cacff3c2bfbbffa2a7fed763b248819,8744133
0001bb807312d23d31474447cf5aa421b3aae4bad3f4ecf4e34f06d1486bd4eb,76878093
0001c3a0664ac001a3e2372cf4df11cb952bf57155bf837e86714a2d0895bf52,9361757
0001c3c1c7cf1a03af595355547e79f17eeffa382b049396dc7c1fde733f3ae9,6127821
0001c3ee4588753d0f098556afa9213ff495e1624cd903d28d02530bec1bb08a,43038480
0001ca3cf1ac41730f64486cd26c07c0b8a5e87f3e127043e16d1643143e5ffb,14187117
0001cc8ca74aa0833720a04df75a0c89418dc6a34a233388c33a577891213ed0,68594989
0001cf587cac994683d95efd542e9ca500ab2c657e659a15340663025ed6c105,23073230
0001d28651389c2283da87f4a8323436e7fc23005d2ecbb9d9eef9045e3d4c18,64316832
0001d5186150efb6818c22526ed899697bb237547e6587556e97f339ed227269,25741843
0001d5b2856150caab6e4794ec08e61fb3651b18518af439967f631f63334a30,5463524
0001d7eef73092b3483aeba4baa307349592de5e5a1553144f1308514fa23ee4,49004509
0001e19df393a70045c446920523acd68eaa0f05295e28062d9efe5ceb44e98d,80747594
0001e5305f1bf0a0b0e49f0be92ced902e8e7f9406c8b13eb8e1f16bf9d3e6e3,80598515
0001ed16c1f7ba10eeb715a97c1af028d8333fba75dbb5efcfd7d045395ac385,19089991
0001f15614badc70c7f0a06e7f71779df4c3295fc9c4c1982633f822ffcd4163,5085506
0001f305d7965e3ecb334d2c5a37909dec6ca8fe7d918c79d5ad5f90453837e6,21936780
0001f319b103b4fe515e7c22f852adf962e3a79ab3356795df1921c85ab856ce,10218964
0001f4849c87fe9e6e2935be81f1b3acb2ea1a173adb208ac78ef861659ddbff,132677051
0001f53cdc307b2e411117aacfe328468ca5c63229ec0993985c9dd4486eec43,86911631
0001f695b6ec4d200a280c5ae1ef8a92c61ba73c9a78e896f0609aaa3861b238,19814219
